beat,date,crimes
1413,01/11/2014,16
1812,01/11/2014,22
1712,01/10/2014,30
2011,01/11/2014,27
332,01/11/2014,44
913,01/11/2014,26
2512,01/11/2014,40
1024,01/11/2014,29
923,01/11/2014,24
1225,01/11/2014,20
1034,01/11/2014,38
1633,01/11/2014,47
1115,01/11/2014,55
1924,01/12/2014,43
214,01/11/2014,21
1411,01/11/2014,34
512,01/12/2014,54
1622,01/12/2014,30
2233,01/11/2014,33
1511,01/12/2014,31
713,01/12/2014,53
1421,01/11/2014,20
2433,01/12/2014,24
722,01/12/2014,34
1533,01/12/2014,101
715,01/12/2014,24
815,01/12/2014,30
935,01/12/2014,23
634,01/12/2014,37
122,01/12/2014,43
821,01/12/2014,29
832,01/11/2014,47
1823,01/12/2014,9
1215,01/12/2014,13
1824,01/12/2014,41
834,01/12/2014,35
835,01/12/2014,54
1032,01/12/2014,22
1922,01/12/2014,23
822,01/12/2014,27
1712,01/12/2014,23
1424,01/12/2014,44
431,01/12/2014,40
1522,01/12/2014,57
1713,01/12/2014,31
1212,01/11/2014,28
812,01/12/2014,19
724,01/12/2014,28
1631,01/12/2014,15
911,01/12/2014,22
1414,01/12/2014,19
1613,01/12/2014,17
433,01/12/2014,34
1923,01/12/2014,21
524,01/08/2014,35
1423,01/12/2014,35
1214,01/12/2014,30
1013,01/12/2014,36
232,01/12/2014,25
1932,01/12/2014,23
915,01/12/2014,33
1532,01/12/2014,63
1424,01/07/2014,42
1434,01/12/2014,38
2023,01/12/2014,18
2413,01/12/2014,44
1833,01/12/2014,45
1235,01/11/2014,22
1814,01/11/2014,19
1422,01/12/2014,32
1023,01/12/2014,19
1033,01/12/2014,29
413,01/12/2014,36
1111,01/12/2014,33
2535,01/12/2014,38
331,01/12/2014,36
1524,01/12/2014,28
1634,01/12/2014,24
1523,01/12/2014,42
1821,01/09/2014,34
1423,01/11/2014,27
2412,01/12/2014,31
532,01/12/2014,31
324,01/12/2014,42
1732,01/11/2014,34
1022,01/12/2014,36
1011,01/12/2014,44
1134,01/12/2014,45
133,01/12/2014,17
2522,01/12/2014,41
211,01/12/2014,22
215,01/12/2014,19
1421,01/12/2014,13
333,01/12/2014,40
313,01/12/2014,23
423,01/12/2014,61
1812,01/12/2014,28
1222,01/12/2014,23
2222,01/12/2014,31
734,01/12/2014,27
622,01/12/2014,31
812,01/08/2014,19
1014,01/12/2014,26
1911,01/12/2014,31
1232,01/12/2014,39
1235,01/12/2014,22
1531,01/12/2014,40
1925,01/12/2014,28
1911,01/05/2014,16
124,01/12/2014,31
1124,01/12/2014,31
421,01/12/2014,76
2523,01/12/2014,25
614,01/12/2014,23
523,01/12/2014,33
2512,01/12/2014,43
225,01/12/2014,22
832,01/12/2014,31
2221,01/12/2014,33
2032,01/11/2014,18
632,01/12/2014,47
2524,01/12/2014,28
2531,01/12/2014,39
921,01/02/2014,26
814,01/12/2014,29
1811,01/12/2014,30
422,01/12/2014,36
1212,01/12/2014,22
711,01/12/2014,31
1114,01/12/2014,36
1733,01/12/2014,16
811,01/12/2014,29
1512,01/11/2014,36
1225,01/12/2014,32
1512,01/12/2014,25
131,01/12/2014,37
231,01/12/2014,21
932,01/12/2014,30
1934,01/12/2014,29
1121,01/12/2014,55
2022,01/07/2014,15
1914,01/12/2014,25
2424,01/12/2014,26
813,01/12/2014,47
332,01/12/2014,49
2432,01/12/2014,21
1224,01/12/2014,25
2515,01/12/2014,40
1235,01/01/2014,23
1611,01/12/2014,11
2022,01/12/2014,21
831,01/12/2014,47
221,01/12/2014,20
222,01/12/2014,41
1732,01/12/2014,18
1412,01/12/2014,25
2232,01/12/2014,34
2514,01/08/2014,36
1921,01/12/2014,15
2234,01/12/2014,29
1225,01/10/2014,22
726,01/06/2014,43
1934,01/02/2014,20
623,01/08/2014,42
114,01/08/2014,20
532,01/11/2014,25
1113,01/03/2014,42
1013,01/10/2014,24
235,01/09/2014,14
2233,01/10/2014,22
113,01/09/2014,28
2524,01/11/2014,21
1024,01/12/2014,34
1513,01/12/2014,33
2431,01/09/2014,23
2514,01/12/2014,21
1024,01/08/2014,33
1432,01/11/2014,26
2012,01/12/2014,14
1213,01/10/2014,24
225,01/09/2014,20
223,01/07/2014,33
1922,01/10/2014,23
221,01/11/2014,11
1215,01/08/2014,23
312,01/11/2014,37
1724,01/12/2014,21
1733,01/10/2014,23
1231,01/11/2014,22
622,01/10/2014,22
2234,01/11/2014,30
1911,01/03/2014,14
132,01/12/2014,22
613,01/11/2014,44
121,01/03/2014,22
911,01/09/2014,18
735,01/04/2014,32
1654,01/09/2014,9
1652,01/02/2014,7
921,01/07/2014,28
1931,01/10/2014,14
812,01/09/2014,23
1912,01/12/2014,22
311,01/12/2014,25
1932,01/11/2014,19
1234,01/11/2014,42
1212,01/09/2014,17
1915,01/10/2014,22
433,01/02/2014,25
1652,01/03/2014,12
434,01/08/2014,31
1654,01/07/2014,11
1652,01/04/2014,8
1654,01/04/2014,8
1655,01/04/2014,7
833,01/06/2014,43
1132,01/07/2014,53
2532,01/07/2014,50
333,01/11/2014,24
912,01/10/2014,45
1633,01/12/2014,29
1612,01/03/2014,12
1724,01/06/2014,17
1652,01/05/2014,6
1653,01/05/2014,9
1655,01/05/2014,5
1652,01/06/2014,10
225,01/11/2014,33
2213,01/02/2014,16
1712,01/07/2014,33
913,01/12/2014,28
912,01/11/2014,28
922,01/12/2014,29
1653,01/07/2014,14
1652,01/08/2014,6
1651,01/08/2014,16
1653,01/08/2014,12
1651,01/09/2014,15
1653,01/10/2014,6
1655,01/10/2014,4
1654,01/10/2014,13
1413,01/12/2014,16
1613,01/08/2014,13
522,01/06/2014,45
1652,01/11/2014,9
1654,01/11/2014,24
1654,01/12/2014,8
1653,01/12/2014,16
511,01/12/2014,69
533,01/05/2014,37
831,01/02/2014,54
1655,01/12/2014,5
2222,01/10/2014,29
1655,01/11/2014,5
1212,01/08/2014,27
1612,01/08/2014,18
1933,01/06/2014,35
212,01/08/2014,42
813,01/05/2014,40
1732,01/03/2014,26
223,01/10/2014,23
1915,01/12/2014,21
1654,01/02/2014,17
1614,01/06/2014,24
922,01/08/2014,33
1111,01/11/2014,47
111,01/01/2014,43
733,01/08/2014,44
715,01/10/2014,22
1013,01/06/2014,32
2024,01/08/2014,17
1814,01/05/2014,17
611,01/01/2014,55
921,01/01/2014,37
911,01/01/2014,19
1624,01/01/2014,23
1813,01/01/2014,11
1234,01/01/2014,45
1614,01/12/2014,15
1613,01/01/2014,18
2525,01/02/2014,16
1125,01/01/2014,20
1935,01/02/2014,20
1511,01/02/2014,25
1432,01/02/2014,25
1215,01/02/2014,20
1631,01/02/2014,14
1031,01/02/2014,45
821,01/02/2014,19
233,01/02/2014,19
2535,01/02/2014,30
1032,01/02/2014,19
912,01/02/2014,41
911,01/02/2014,27
1214,01/02/2014,34
225,01/02/2014,27
1813,01/02/2014,11
2234,01/02/2014,39
925,01/02/2014,22
1933,01/02/2014,30
1832,01/02/2014,23
311,01/02/2014,23
1212,01/02/2014,28
1712,01/02/2014,37
1812,01/02/2014,19
2023,01/02/2014,11
931,01/02/2014,22
332,01/02/2014,39
1232,01/02/2014,21
1421,01/02/2014,21
1013,01/02/2014,28
1814,01/02/2014,24
1211,01/02/2014,27
1811,01/02/2014,17
2514,01/03/2014,44
332,01/03/2014,48
2011,01/03/2014,33
1634,01/03/2014,27
215,01/02/2014,20
1811,01/03/2014,20
715,01/03/2014,25
731,01/02/2014,30
1014,01/03/2014,45
2032,01/03/2014,7
433,01/03/2014,27
1912,01/02/2014,17
1414,01/03/2014,17
1215,01/03/2014,21
1213,01/03/2014,21
1125,01/02/2014,10
724,01/03/2014,29
2411,01/03/2014,32
2432,01/03/2014,25
235,01/02/2014,10
1724,01/03/2014,27
413,01/03/2014,36
2213,01/03/2014,28
1212,01/03/2014,32
1712,01/03/2014,28
1511,01/03/2014,35
1013,01/03/2014,23
1923,01/03/2014,19
1024,01/03/2014,32
1131,01/03/2014,28
1732,01/02/2014,22
924,01/03/2014,36
2012,01/03/2014,12
2221,01/03/2014,22
1524,01/04/2014,35
1723,01/03/2014,36
1634,01/04/2014,21
922,01/04/2014,40
233,01/03/2014,15
731,01/04/2014,28
2524,01/03/2014,26
215,01/04/2014,17
1632,01/03/2014,15
231,01/04/2014,26
921,01/04/2014,25
1233,01/04/2014,32
2422,01/04/2014,31
1653,01/04/2014,10
2233,01/04/2014,27
1125,01/04/2014,16
2012,01/04/2014,10
1511,01/04/2014,31
1823,01/04/2014,16
121,01/04/2014,20
711,01/04/2014,34
2222,01/04/2014,27
722,01/04/2014,21
2031,01/04/2014,14
422,01/04/2014,47
1024,01/04/2014,32
1812,01/03/2014,19
2433,01/04/2014,22
2432,01/04/2014,19
433,01/04/2014,32
1921,01/04/2014,19
1214,01/04/2014,27
524,01/04/2014,29
1813,01/05/2014,20
1023,01/04/2014,24
432,01/05/2014,29
2423,01/05/2014,15
1822,01/05/2014,24
1713,01/05/2014,19
911,01/05/2014,21
1225,01/05/2014,27
1024,01/05/2014,32
321,01/04/2014,38
2232,01/05/2014,31
225,01/05/2014,30
223,01/05/2014,37
311,01/05/2014,27
1931,01/05/2014,28
124,01/05/2014,43
2024,01/05/2014,20
1114,01/05/2014,25
212,01/05/2014,40
231,01/05/2014,16
1022,01/05/2014,42
113,01/05/2014,23
915,01/04/2014,30
312,01/03/2014,52
812,01/05/2014,23
1624,01/05/2014,20
2535,01/05/2014,33
1813,01/04/2014,19
2424,01/05/2014,18
912,01/05/2014,28
1233,01/05/2014,26
1933,01/05/2014,37
1215,01/05/2014,23
1623,01/05/2014,28
214,01/05/2014,16
2013,01/05/2014,14
2424,01/06/2014,23
923,01/06/2014,31
1014,01/06/2014,31
1012,01/06/2014,33
814,01/06/2014,30
1121,01/06/2014,53
834,01/06/2014,31
1414,01/06/2014,14
312,01/05/2014,42
933,01/06/2014,28
2233,01/06/2014,30
2222,01/05/2014,34
812,01/06/2014,17
2513,01/05/2014,17
1135,01/06/2014,33
1032,01/06/2014,27
1432,01/06/2014,23
1811,01/06/2014,13
714,01/06/2014,21
432,01/06/2014,38
2033,01/05/2014,16
313,01/06/2014,22
114,01/06/2014,25
1115,01/06/2014,45
734,01/06/2014,32
1614,01/05/2014,16
133,01/06/2014,26
1912,01/05/2014,16
223,01/06/2014,23
235,01/06/2014,9
1124,01/06/2014,27
113,01/06/2014,34
1512,01/06/2014,17
512,01/06/2014,34
2012,01/06/2014,12
1234,01/06/2014,24
1113,01/06/2014,49
1225,01/06/2014,24
2511,01/06/2014,23
1223,01/06/2014,36
2033,01/06/2014,10
2013,01/06/2014,22
912,01/06/2014,29
1623,01/06/2014,29
314,01/06/2014,20
1032,01/04/2014,21
1523,01/07/2014,37
1711,01/06/2014,14
225,01/07/2014,33
1713,01/07/2014,12
2422,01/07/2014,29
2233,01/07/2014,32
1652,01/01/2014,5
1215,01/07/2014,20
1512,01/07/2014,26
433,01/07/2014,40
1653,01/01/2014,11
2234,01/07/2014,34
234,01/07/2014,26
2524,01/06/2014,21
2031,01/06/2014,10
1915,01/06/2014,12
1822,01/10/2014,17
1222,01/07/2014,29
1812,01/07/2014,14
632,01/03/2014,50
224,01/06/2014,16
133,01/07/2014,34
214,01/07/2014,23
1114,01/06/2014,24
1912,01/07/2014,28
612,01/11/2014,47
1032,01/07/2014,18
233,01/07/2014,15
132,01/07/2014,23
1411,01/07/2014,20
1231,01/07/2014,24
1923,01/07/2014,14
2423,01/07/2014,17
1711,01/07/2014,24
1022,01/06/2014,47
622,01/08/2014,40
1014,01/08/2014,36
2431,01/08/2014,13
1623,01/08/2014,27
1655,01/02/2014,6
1414,01/08/2014,17
431,01/08/2014,50
215,01/07/2014,21
1651,01/03/2014,23
911,01/08/2014,18
1125,01/07/2014,11
231,01/07/2014,22
1922,01/07/2014,19
822,01/08/2014,31
815,01/08/2014,40
322,01/08/2014,39
925,01/08/2014,23
1013,01/08/2014,35
2233,01/08/2014,24
1732,01/08/2014,29
1821,01/08/2014,37
223,01/08/2014,15
1032,01/08/2014,17
722,01/08/2014,18
2221,01/09/2014,22
1923,01/09/2014,16
1231,01/09/2014,21
434,01/09/2014,14
832,01/09/2014,44
1823,01/09/2014,14
2013,01/09/2014,12
1632,01/09/2014,14
633,01/08/2014,15
1922,01/09/2014,17
433,01/09/2014,23
1024,01/09/2014,35
213,01/09/2014,26
311,01/09/2014,19
131,01/09/2014,24
1932,01/09/2014,13
2233,01/09/2014,26
724,01/06/2014,30
2412,01/09/2014,30
1934,01/09/2014,25
1612,01/09/2014,15
2511,01/09/2014,14
1423,01/07/2014,30
2513,01/09/2014,12
432,01/10/2014,41
233,01/09/2014,13
1423,01/09/2014,20
1921,01/09/2014,18
812,01/04/2014,18
1114,01/10/2014,28
711,01/10/2014,43
1612,01/10/2014,18
1921,01/10/2014,28
811,01/10/2014,15
934,01/10/2014,34
1123,01/10/2014,43
433,01/10/2014,24
632,01/10/2014,45
1031,01/07/2014,25
332,01/10/2014,46
2221,01/10/2014,26
1414,01/04/2014,19
1222,01/10/2014,20
214,01/10/2014,12
814,01/09/2014,22
1614,01/10/2014,15
331,01/10/2014,34
1631,01/03/2014,18
2431,01/11/2014,14
2413,01/10/2014,37
933,01/11/2014,29
1431,01/11/2014,19
2423,01/11/2014,29
1614,01/02/2014,19
922,01/11/2014,27
2031,01/11/2014,20
1911,01/07/2014,22
735,01/11/2014,37
1523,01/10/2014,28
931,01/05/2014,33
311,01/11/2014,14
121,01/11/2014,22
1654,01/05/2014,10
131,01/11/2014,20
2033,01/10/2014,12
1213,01/09/2014,18
1125,01/11/2014,14
432,01/11/2014,33
132,01/05/2014,23
1032,01/11/2014,16
911,01/11/2014,28
2033,01/11/2014,11
422,01/11/2014,39
923,01/12/2014,37
2013,01/11/2014,11
2033,01/12/2014,15
224,01/12/2014,28
121,01/12/2014,26
2033,01/07/2014,7
2211,01/12/2014,18
2233,01/12/2014,22
722,01/06/2014,20
2031,01/12/2014,18
323,01/12/2014,43
1223,01/12/2014,33
113,01/12/2014,24
434,01/12/2014,19
2411,01/12/2014,22
1433,01/12/2014,18
1632,01/12/2014,16
1614,01/11/2014,9
1123,01/12/2014,41
1822,01/12/2014,15
2213,01/12/2014,19
1655,01/06/2014,5
214,01/06/2014,20
1211,01/12/2014,25
2032,01/12/2014,11
1612,01/02/2014,8
1913,01/06/2014,28
1922,01/11/2014,13
1731,01/12/2014,25
914,01/10/2014,33
2513,01/11/2014,17
925,01/11/2014,20
1653,01/11/2014,9
1654,01/06/2014,9
1524,01/08/2014,37
1421,01/07/2014,20
1922,01/02/2014,30
1921,01/02/2014,19
2524,01/02/2014,26
1611,01/02/2014,9
1823,01/02/2014,20
2033,01/02/2014,15
714,01/02/2014,27
1621,01/02/2014,11
1624,01/02/2014,12
932,01/02/2014,23
2431,01/03/2014,14
2525,01/03/2014,17
311,01/03/2014,16
1611,01/04/2014,13
2513,01/04/2014,19
213,01/04/2014,26
1613,01/04/2014,14
2411,01/04/2014,25
2013,01/04/2014,14
2023,01/04/2014,23
1512,01/05/2014,36
2022,01/05/2014,6
2033,01/04/2014,14
622,01/05/2014,36
1823,01/05/2014,16
1632,01/05/2014,18
1621,01/05/2014,4
1125,01/06/2014,22
935,01/02/2014,14
2032,01/05/2014,8
921,01/05/2014,23
715,01/06/2014,28
2221,01/06/2014,18
2531,01/06/2014,35
1612,01/06/2014,11
2433,01/06/2014,18
1613,01/05/2014,13
2012,01/08/2014,10
2513,01/06/2014,14
1654,01/03/2014,15
1613,01/06/2014,15
531,01/07/2014,44
1823,01/07/2014,16
215,01/08/2014,10
2033,01/08/2014,14
221,01/08/2014,17
1814,01/08/2014,29
1413,01/08/2014,17
1823,01/08/2014,12
1653,01/02/2014,16
2423,01/09/2014,15
1621,01/09/2014,3
1024,01/10/2014,30
812,01/10/2014,31
1023,01/10/2014,22
1621,01/06/2014,10
1613,01/10/2014,18
922,01/10/2014,26
814,01/11/2014,10
1613,01/11/2014,14
2433,01/11/2014,12
1621,01/12/2014,8
732,01/12/2014,30
2023,01/10/2014,20
715,01/08/2014,20
233,01/12/2014,17
1125,01/12/2014,18
1814,01/12/2014,17
2013,01/12/2014,17
1653,01/06/2014,11
1655,01/07/2014,2
1421,01/05/2014,17
1713,01/03/2014,21
1823,01/06/2014,13
1931,01/12/2014,16
1411,01/06/2014,18
2032,01/01/2014,11
923,01/02/2014,20
1434,01/03/2014,20
923,01/03/2014,19
235,01/04/2014,14
214,01/04/2014,15
1125,01/05/2014,8
314,01/02/2014,9
2012,01/05/2014,5
221,01/06/2014,12
2525,01/07/2014,20
1814,01/07/2014,27
1412,01/07/2014,22
233,01/08/2014,17
1653,01/03/2014,10
2012,01/10/2014,9
2022,01/06/2014,10
1412,01/11/2014,13
2023,01/06/2014,13
235,01/11/2014,8
235,01/10/2014,11
1652,01/07/2014,5
2022,01/11/2014,7
1654,01/08/2014,6
132,01/04/2014,25
215,01/05/2014,15
2032,01/06/2014,10
1611,01/05/2014,10
1654,01/01/2014,12
1812,01/10/2014,24
1653,01/09/2014,10
1655,01/09/2014,2
1652,01/09/2014,7
1655,01/03/2014,2
233,01/05/2014,16
1655,01/08/2014,2
1652,01/12/2014,1
1612,01/12/2014,7
1655,01/01/2014,5
1652,01/10/2014,4
1621,01/02/2016,10
511,01/02/2016,60
1651,01/10/2016,10
1421,01/09/2016,17
1821,01/09/2016,27
2514,01/09/2016,30
2532,01/04/2016,45
923,01/09/2016,18
931,01/09/2016,28
532,01/09/2016,21
921,01/09/2016,18
1813,01/01/2015,9
2032,01/01/2015,13
1713,01/01/2015,17
1125,01/01/2015,13
1612,01/02/2015,9
734,01/02/2015,21
1915,01/02/2015,21
925,01/02/2015,14
1653,01/05/2015,9
1814,01/05/2015,16
1032,01/05/2015,16
1215,01/05/2015,35
911,01/07/2015,18
1621,01/07/2015,9
211,01/08/2015,16
1233,01/09/2015,9
1431,01/09/2015,8
2012,01/10/2015,11
1922,01/07/2015,21
1652,01/06/2015,1
1125,01/12/2015,13
1652,01/12/2015,3
2433,01/12/2015,8
1652,01/09/2015,2
2424,01/09/2016,21
1651,01/10/2015,11
2031,01/09/2016,14
1813,01/09/2016,14
1421,01/02/2015,15
1431,01/09/2016,14
2022,01/02/2015,9
1655,01/04/2015,5
2032,01/04/2015,4
814,01/05/2015,13
1923,01/09/2016,22
1621,01/10/2015,9
2412,01/10/2016,26
1934,01/09/2016,28
533,01/10/2016,43
1811,01/09/2016,20
1652,01/01/2015,2
1652,01/08/2015,1
1655,01/12/2015,2
726,01/09/2016,20
2213,01/09/2016,22
1653,01/09/2016,6
1822,01/09/2016,21
1823,01/12/2015,12
1652,01/09/2016,1
2524,01/10/2016,10
1111,01/10/2016,36
1925,01/10/2016,38
522,01/10/2016,38
1621,01/09/2015,5
1722,01/10/2016,32
2222,01/10/2016,22
1032,01/10/2016,20
1922,01/10/2016,21
212,01/10/2016,24
1915,01/10/2016,17
734,01/10/2016,22
2423,01/10/2016,18
214,01/01/2016,31
2024,01/10/2016,13
1433,01/10/2016,21
1113,01/01/2016,57
235,01/10/2016,11
1124,01/10/2016,27
224,01/10/2016,17
2031,01/10/2016,8
2012,01/10/2016,10
1653,01/10/2016,12
824,01/02/2016,35
333,01/12/2016,27
2422,01/01/2016,38
1622,01/03/2016,39
621,01/01/2016,69
2032,01/04/2016,9
2512,01/01/2016,56
211,01/03/2016,26
1652,01/03/2016,4
331,01/01/2016,46
1713,01/09/2016,25
935,01/02/2016,15
1622,01/11/2016,22
121,01/11/2016,25
2413,01/11/2016,34
1022,01/01/2016,42
532,01/01/2016,26
1024,01/11/2016,27
2524,01/11/2016,21
1111,01/11/2016,28
312,01/11/2016,37
1421,01/11/2016,18
2534,01/01/2016,51
111,01/02/2016,60
712,01/11/2016,43
715,01/11/2016,18
1224,01/11/2016,35
1932,01/11/2016,18
1023,01/11/2016,26
221,01/11/2016,18
1031,01/11/2016,28
725,01/11/2016,32
1812,01/11/2016,14
2234,01/11/2016,31
1624,01/11/2016,18
1912,01/11/2016,13
1413,01/03/2016,14
623,01/01/2016,49
1523,01/02/2016,31
932,01/02/2016,30
832,01/12/2016,35
1414,01/12/2016,27
1712,01/12/2016,34
2032,01/12/2016,12
2524,01/12/2016,28
221,01/12/2016,23
1014,01/12/2016,37
1821,01/12/2016,37
2212,01/12/2016,44
1225,01/12/2016,28
1221,01/12/2016,45
2012,01/12/2016,17
1713,01/12/2016,14
824,01/12/2016,22
1122,01/12/2016,30
2423,01/12/2016,16
1133,01/12/2016,30
313,01/12/2016,26
232,01/12/2016,16
231,01/12/2016,29
724,01/12/2016,25
1032,01/12/2016,22
224,01/12/2016,24
1413,01/12/2016,17
1923,01/12/2016,26
1654,01/12/2016,18
1631,01/02/2016,20
1831,01/12/2016,67
2521,01/04/2016,33
221,01/01/2016,27
1811,01/02/2016,22
1652,01/03/2015,2
1655,01/05/2015,1
1912,01/05/2016,25
812,01/03/2016,20
114,01/05/2016,29
1412,01/01/2016,35
1822,01/01/2016,37
2024,01/05/2016,12
1014,01/02/2016,44
1924,01/04/2016,37
333,01/10/2016,17
1822,01/12/2016,24
1611,01/02/2016,16
1922,01/04/2016,28
1651,01/04/2016,17
1821,01/01/2016,47
2222,01/01/2016,46
2013,01/01/2016,18
1824,01/01/2016,49
2024,01/01/2016,16
324,01/01/2016,50
1614,01/01/2016,26
1021,01/01/2016,32
1132,01/01/2016,45
1014,01/01/2016,55
414,01/01/2016,64
1424,01/01/2016,43
1423,01/01/2016,29
432,01/01/2016,47
925,01/01/2016,12
1023,01/01/2016,29
1131,01/01/2016,55
413,01/01/2016,47
1923,01/01/2016,28
113,01/01/2016,34
933,01/01/2016,37
1432,01/01/2016,37
1013,01/01/2016,42
332,01/01/2016,45
434,01/01/2016,26
2213,01/01/2016,29
533,01/01/2016,61
1624,01/01/2016,40
2521,01/01/2016,44
1621,01/01/2016,15
734,01/01/2016,33
633,01/01/2016,32
1211,01/01/2016,26
2432,01/01/2016,25
224,01/01/2016,29
234,01/01/2016,26
223,01/01/2016,27
114,01/01/2016,21
1724,01/01/2016,21
1912,01/01/2016,23
726,01/01/2016,35
712,01/01/2016,53
1633,01/01/2016,41
1623,01/01/2016,34
1722,01/01/2016,30
215,01/01/2016,11
1524,01/01/2016,39
1434,01/01/2016,50
825,01/01/2016,51
2533,01/01/2016,48
422,01/01/2016,46
1723,01/01/2016,40
914,01/01/2016,26
1123,01/01/2016,50
1134,01/01/2016,56
614,01/01/2016,31
1533,01/01/2016,59
433,01/01/2016,33
724,01/01/2016,25
722,01/01/2016,22
1733,01/01/2016,24
2514,01/01/2016,32
1612,01/01/2016,18
133,01/01/2016,29
1732,01/01/2016,35
1031,01/01/2016,39
1812,01/01/2016,14
735,01/01/2016,30
225,01/01/2016,28
233,01/01/2016,23
111,01/01/2016,61
715,01/01/2016,24
1032,01/01/2016,17
1024,01/01/2016,37
732,01/01/2016,28
2211,01/01/2016,37
813,01/01/2016,46
1124,01/01/2016,32
1114,01/01/2016,22
915,01/01/2016,42
723,01/01/2016,37
1012,01/01/2016,32
1213,01/01/2016,29
431,01/01/2016,37
333,01/01/2016,25
311,01/01/2016,23
1424,01/02/2016,43
1411,01/02/2016,24
1034,01/02/2016,42
1033,01/02/2016,32
1011,01/02/2016,50
1235,01/02/2016,20
424,01/02/2016,25
1924,01/02/2016,46
2212,01/02/2016,43
235,01/02/2016,12
112,01/02/2016,56
1012,01/02/2016,28
1912,01/02/2016,17
715,01/02/2016,17
1124,01/02/2016,28
631,01/02/2016,54
131,01/01/2016,21
1215,01/02/2016,42
624,01/02/2016,52
1123,01/02/2016,32
1832,01/02/2016,27
913,01/02/2016,26
333,01/02/2016,25
612,01/02/2016,47
1232,01/02/2016,50
1731,01/02/2016,30
221,01/02/2016,17
811,01/01/2016,30
1533,01/02/2016,68
1213,01/02/2016,20
734,01/02/2016,31
2423,01/02/2016,17
1933,01/02/2016,36
2223,01/02/2016,41
931,01/02/2016,29
513,01/02/2016,45
432,01/02/2016,30
613,01/01/2016,42
1921,01/02/2016,20
2232,01/02/2016,29
124,01/02/2016,35
1513,01/02/2016,35
2532,01/02/2016,38
723,01/02/2016,34
1234,01/02/2016,36
725,01/02/2016,31
132,01/01/2016,23
2514,01/02/2016,31
531,01/01/2016,37
1522,01/02/2016,45
622,01/02/2016,23
411,01/02/2016,29
1022,01/02/2016,28
313,01/02/2016,29
1524,01/02/2016,36
2531,01/02/2016,26
1433,01/02/2016,33
1511,01/02/2016,18
1935,01/02/2016,31
1931,01/02/2016,20
122,01/02/2016,50
1911,01/02/2016,25
732,01/02/2016,24
915,01/02/2016,36
912,01/02/2016,37
2515,01/02/2016,39
331,01/02/2016,33
2522,01/02/2016,29
314,01/02/2016,28
312,01/02/2016,42
132,01/02/2016,29
114,01/02/2016,28
713,01/02/2016,39
1114,01/02/2016,14
1133,01/02/2016,50
211,01/02/2016,21
213,01/02/2016,33
911,01/02/2016,21
632,01/02/2016,50
311,01/02/2016,30
623,01/02/2016,54
1925,01/01/2016,40
2233,01/02/2016,22
1913,01/02/2016,27
133,01/02/2016,33
2523,01/02/2016,22
934,01/02/2016,20
714,01/02/2016,18
1713,01/02/2016,18
2033,01/02/2016,25
1413,01/02/2016,17
1224,01/02/2016,45
2023,01/02/2016,21
434,01/02/2016,11
722,01/02/2016,25
1531,01/02/2016,35
232,01/02/2016,21
2032,01/02/2016,15
131,01/02/2016,25
1713,01/01/2016,17
1623,01/02/2016,34
2534,01/02/2016,44
214,01/02/2016,31
1532,01/02/2016,55
1522,01/03/2016,57
1132,01/02/2016,46
224,01/02/2016,18
1421,01/02/2016,26
1421,01/03/2016,28
1221,01/03/2016,33
911,01/03/2016,20
1012,01/03/2016,30
1021,01/03/2016,42
1914,01/02/2016,29
1511,01/03/2016,22
2012,01/01/2016,17
1214,01/02/2016,34
632,01/03/2016,52
913,01/03/2016,34
2011,01/03/2016,21
1113,01/03/2016,50
1131,01/02/2016,38
814,01/03/2016,26
1133,01/03/2016,53
1821,01/03/2016,27
2515,01/03/2016,39
1121,01/03/2016,60
1824,01/03/2016,56
733,01/03/2016,26
1112,01/03/2016,55
924,01/03/2016,33
2031,01/03/2016,14
522,01/02/2016,31
1632,01/02/2016,28
1213,01/03/2016,21
923,01/03/2016,31
1433,01/03/2016,29
1135,01/03/2016,40
1034,01/03/2016,25
1711,01/03/2016,17
432,01/03/2016,26
2013,01/03/2016,17
1211,01/03/2016,22
912,01/01/2016,33
523,01/03/2016,40
711,01/02/2016,25
1925,01/03/2016,33
1915,01/03/2016,17
924,01/02/2016,30
2524,01/02/2016,25
413,01/03/2016,37
1131,01/03/2016,48
1921,01/01/2016,22
1723,01/03/2016,31
832,01/02/2016,46
2411,01/03/2016,18
2222,01/03/2016,38
612,01/03/2016,41
934,01/01/2016,29
322,01/03/2016,30
1612,01/02/2016,13
1612,01/03/2016,11
2532,01/03/2016,31
2514,01/03/2016,26
433,01/03/2016,36
113,01/03/2016,39
823,01/02/2016,50
815,01/03/2016,36
722,01/03/2016,22
513,01/03/2016,41
431,01/03/2016,27
1031,01/03/2016,38
935,01/03/2016,26
124,01/03/2016,29
221,01/03/2016,16
1512,01/03/2016,36
815,01/02/2016,30
1124,01/03/2016,26
934,01/03/2016,29
231,01/03/2016,27
734,01/03/2016,25
2422,01/03/2016,35
1431,01/03/2016,17
1632,01/04/2016,23
724,01/03/2016,19
2431,01/03/2016,16
2521,01/03/2016,32
532,01/03/2016,29
1013,01/03/2016,29
1922,01/03/2016,30
813,01/03/2016,54
1233,01/04/2016,21
1032,01/04/2016,17
1811,01/04/2016,18
1224,01/04/2016,42
1653,01/04/2016,10
2211,01/03/2016,20
212,01/02/2016,44
1614,01/02/2016,10
